destination,duration,total_budget,travelers,region,season,purpose,accommodation_type,accommodation,transportation,food,activities,miscellaneous
DXB,5,7617,4,North America,off_peak,leisure,hotel,2683.76,1382.83,1687.8,1285.51,577.1
MIA,10,5229,2,Asia,peak,leisure,resort,1925.21,1235.72,1039.13,832.74,196.19
TYO,4,2173,1,Europe,off_peak,family,apartment,884.27,504.07,394.64,292.5,97.52
SYD,13,8806,2,North America,off_peak,leisure,hotel,3443.73,1470.98,1907.02,1258.24,726.03
PAR,4,7678,2,Oceania,off_peak,romantic,hotel,2531.61,2463.43,1256.57,1141.45,284.93
BKK,4,2794,4,Europe,shoulder,romantic,hostel,961.98,748.12,596.75,386.99,100.16
LAX,10,4130,1,Middle East,peak,adventure,apartment,1453.29,944.61,624.26,738.29,369.54
SYD,8,646,2,North America,peak,adventure,apartment,235.17,177.93,89.23,111.27,32.39
BKK,6,3953,5,Middle East,off_peak,business,hotel,1164.74,1287.53,711.2,628.96,160.56
SYD,3,5007,3,Middle East,peak,adventure,apartment,1776.73,1347.65,1002.35,550.89,329.38
TYO,10,6283,2,Middle East,shoulder,romantic,hostel,2116.55,1245.62,1490.87,872.87,557.09
BKK,5,8251,1,Asia,peak,adventure,hostel,2696.79,2120.03,1662.43,1396.74,375.01
LON,6,6128,2,Middle East,off_peak,leisure,hostel,2089.05,1363.68,1064.46,1014.35,596.46
LAS,5,8828,3,Oceania,shoulder,business,resort,2448.61,2456.47,1884.11,1258.76,780.04
LON,6,3860,1,Oceania,shoulder,business,hotel,1548.04,776.85,751.19,580.49,203.44
DXB,8,3505,4,Europe,off_peak,romantic,apartment,1067.43,1147.1,780.06,379.63,130.78
LAS,7,4052,1,Middle East,peak,adventure,hostel,1806.2,691.21,909.7,509.95,134.94
LON,5,518,4,Middle East,off_peak,leisure,hotel,154.29,132.37,92.93,94.05,44.36
LAS,10,2742,1,North America,peak,adventure,hotel,869.63,799.67,532.99,383.06,156.65
LAS,6,6818,3,Asia,peak,family,resort,2063.64,2108.79,1338.89,807.24,499.43
MIA,14,5597,3,Europe,shoulder,adventure,apartment,1922.21,1065.2,1201.4,1064.96,343.24
LAX,4,9140,1,Middle East,off_peak,romantic,apartment,3522.3,1889.74,1537.32,1660.65,529.99
LAX,12,2448,2,North America,shoulder,adventure,hostel,896.7,678.45,529.32,236.67,106.86
MIA,9,9637,3,Asia,off_peak,business,hostel,3745.43,2436.51,1911.57,1082.39,461.1
SYD,13,6118,4,Europe,off_peak,leisure,hotel,2461.82,1427.59,1188.48,755.89,284.22
NYC,4,4736,4,Europe,shoulder,romantic,apartment,1835.77,1335.57,702.82,547.08,314.76
SYD,1,7401,5,Middle East,off_peak,family,apartment,2085.4,2086.23,1515.02,1254.18,460.18
BKK,7,2420,4,Europe,off_peak,leisure,hostel,878.45,743.56,435.68,276.79,85.53
BKK,7,4688,5,North America,peak,leisure,airbnb,1628.97,961.22,814.38,793.74,489.69
LAS,4,738,1,Europe,off_peak,business,hotel,221.68,201.28,125.74,150.16,39.14
LON,13,704,1,Oceania,off_peak,business,apartment,289.73,140.63,156.96,82.32,34.37
LON,14,6052,1,North America,shoulder,business,resort,1843.4,1296.16,1491.91,1047.29,373.23
LAX,3,5427,2,Asia,shoulder,romantic,resort,2101.78,1149.38,1168.32,566.05,441.47
PAR,8,4890,2,Asia,off_peak,adventure,airbnb,1335.69,1368.96,1016.2,805.9,363.25
SYD,5,3187,5,Middle East,peak,leisure,hostel,856.46,913.51,647.04,512.55,257.45
DXB,10,5451,4,Middle East,peak,adventure,hostel,1822.54,1550.97,1067.09,631.56,378.84
TYO,7,6660,4,Oceania,shoulder,adventure,hostel,2593.38,1754.38,1153.18,639.2,519.85
LON,4,5888,1,Asia,off_peak,business,resort,2514.33,1269.83,942.79,757.07,403.98
TYO,4,5626,3,Asia,off_peak,adventure,hostel,1671.74,1451.63,1315.93,891.24,295.45
LAS,8,1316,2,Asia,peak,leisure,resort,528.39,318.04,196.82,181.18,91.56
TYO,14,9512,2,Asia,peak,leisure,airbnb,3653.37,2950.46,1589.77,1010.77,307.63
DXB,8,692,1,Europe,peak,family,hotel,242.66,188.58,116.51,85.18,59.07
MIA,2,2276,2,North America,shoulder,romantic,apartment,929.45,421.8,489.2,348.05,87.5
DXB,14,4145,1,North America,off_peak,adventure,airbnb,1473.2,850.37,822.96,740.51,257.95
TYO,2,6814,5,Oceania,shoulder,romantic,resort,2292.18,1798.05,1106.47,1212.13,405.16
DXB,3,8942,4,Europe,off_peak,romantic,airbnb,2819.27,2809.34,1502.48,1342.69,468.21
NYC,12,2288,3,Asia,shoulder,romantic,apartment,871.34,648.85,353.86,343.73,70.22
LAS,12,7874,4,Asia,off_peak,romantic,hotel,3163.43,1570.85,1666.51,942.25,530.96
SYD,3,4200,4,Middle East,peak,leisure,apartment,1635.4,1191.08,607.85,566.52,199.14
MIA,1,9859,5,Middle East,peak,adventure,resort,3551.33,2288.05,1935.51,1626.19,457.93
LON,14,4393,2,Oceania,peak,family,apartment,1656.34,953.52,828.91,805.63,148.6
BKK,3,7311,3,Asia,shoulder,romantic,airbnb,2435.96,1728.88,1482.47,1246.41,417.29
SYD,6,9788,2,Oceania,peak,family,hostel,2759.49,3083.38,2339.63,961.88,643.63
BKK,8,3179,4,Europe,off_peak,leisure,airbnb,1106.56,713.97,638.1,569.68,150.69
LAS,13,4404,1,North America,shoulder,leisure,resort,1787.02,1004.79,754.17,729.37,128.66
MIA,12,7760,4,Asia,off_peak,business,hotel,2877.41,1891.01,1572.46,1143.77,275.35
LAX,14,1004,2,Europe,shoulder,romantic,apartment,330.62,210.31,293.41,120.51,49.16
LON,10,7273,4,Asia,off_peak,business,hotel,2940.35,1822.05,1289.39,713.06,508.15
NYC,6,4316,1,Middle East,off_peak,family,resort,1188.56,1217.15,1061.63,656.02,192.64
LAX,5,1217,5,Oceania,shoulder,adventure,apartment,432.27,291.12,234.33,170.36,88.93
LAS,4,4934,2,Middle East,shoulder,business,airbnb,1561.15,1488.36,996.47,541.83,346.18
SYD,3,1158,4,North America,peak,leisure,airbnb,340.23,356.04,191.4,171.19,99.15
NYC,13,5557,2,Middle East,peak,romantic,resort,1639.49,1700.57,1148.71,748.71,319.51
DXB,4,4508,5,Asia,off_peak,family,apartment,1762.07,783.69,888.07,691.26,382.91
TYO,14,5494,4,Middle East,off_peak,leisure,airbnb,1855.01,1260.95,1135.08,864.18,378.79
NYC,7,4734,4,Asia,off_peak,adventure,resort,1350.79,1183.28,1122.64,801.61,275.68
LAS,1,4264,2,North America,shoulder,romantic,resort,1322.32,1235.62,846.78,584.62,274.66
PAR,7,5137,2,Middle East,shoulder,adventure,hotel,2085.14,1268.05,879.18,572.07,332.56
TYO,1,2604,1,Oceania,peak,adventure,airbnb,971.28,666.48,411.47,341.29,213.48
BKK,2,9947,5,Oceania,off_peak,romantic,apartment,3251.56,2920.01,2113.83,1280.19,381.41
LON,4,7301,1,Oceania,peak,romantic,airbnb,3126.29,1334.3,1387.93,1166.44,286.05
BKK,1,9075,4,Middle East,shoulder,adventure,airbnb,3172.89,1692.45,1778.14,1721.7,709.82
NYC,11,3107,2,Middle East,shoulder,family,airbnb,1209.42,600.53,755.85,415.07,126.13
BKK,12,8885,4,Middle East,shoulder,romantic,resort,3072.45,2668.03,1573.62,835.53,735.37
LAS,11,4219,4,Asia,peak,leisure,hostel,1133.23,1391.84,813.94,587.45,292.55
DXB,11,3081,3,North America,shoulder,business,hostel,1125.45,840.74,502.36,432.37,180.08
SYD,9,3065,3,Oceania,off_peak,family,hotel,1095.25,890.04,432.39,373.57,273.76
LON,12,3263,4,Asia,peak,romantic,airbnb,1398.74,484.12,541.04,634.0,205.1
BKK,6,6828,2,Oceania,shoulder,romantic,hostel,2610.18,1312.23,1714.23,881.53,309.83
BKK,13,6491,4,Asia,peak,family,hotel,1771.7,2001.23,1320.18,1059.93,337.96
NYC,1,3906,3,Middle East,peak,business,resort,1385.42,987.75,722.04,632.32,178.48
SYD,1,9423,2,Oceania,shoulder,adventure,airbnb,3117.66,2780.86,1918.95,1309.55,295.98
LAX,6,5280,4,Middle East,shoulder,leisure,apartment,1919.95,1288.11,849.71,949.65,272.58
BKK,4,4677,5,Oceania,peak,romantic,resort,1567.91,1361.97,952.15,521.5,273.47
LAS,4,6976,5,Europe,peak,business,hotel,2407.89,1684.85,1349.64,1057.84,475.78
PAR,11,3104,4,Asia,shoulder,leisure,resort,990.19,924.32,564.89,472.22,152.38
LON,6,8681,2,Europe,off_peak,family,apartment,3338.28,2285.64,1634.25,995.47,427.35
BKK,14,2882,4,Asia,peak,romantic,resort,1070.98,673.21,683.88,353.43,100.5
LAS,12,1031,4,North America,peak,adventure,hotel,347.15,308.78,175.97,155.49,43.6
LAS,11,6579,3,Oceania,off_peak,family,apartment,2221.39,1887.68,1453.74,678.72,337.46
LON,7,1134,5,North America,shoulder,romantic,apartment,447.86,185.98,259.59,181.08,59.49
LAX,9,502,3,North America,shoulder,business,resort,183.24,92.3,110.56,80.6,35.3
LAS,10,8897,3,Asia,off_peak,leisure,apartment,2327.6,2936.35,2032.39,1090.74,509.92
PAR,5,6451,4,Europe,shoulder,leisure,resort,1682.9,1922.02,1304.42,1069.51,472.16
LAS,9,6126,3,Middle East,shoulder,romantic,airbnb,2358.02,1320.33,1180.21,795.76,471.68
LAS,4,8239,5,Asia,peak,family,apartment,2973.26,2386.59,1224.47,1162.82,491.87
LAS,13,6503,3,Middle East,peak,adventure,resort,2071.29,1686.36,1114.52,1158.06,472.77
DXB,10,3390,5,North America,peak,business,airbnb,1373.57,680.15,571.78,477.8,286.7
DXB,2,6739,3,Middle East,off_peak,romantic,apartment,2685.91,1444.72,1395.33,902.18,310.87
LAX,3,8526,5,Europe,shoulder,business,airbnb,3161.53,2460.55,1353.16,1037.15,513.62
BKK,13,3806,3,Asia,shoulder,leisure,apartment,1107.65,1294.49,806.28,432.26,165.32
LAS,11,1397,3,Europe,peak,adventure,hotel,530.09,357.87,268.66,128.95,111.43
SYD,1,9777,2,Europe,peak,business,hotel,3183.26,2649.47,2311.41,1033.7,599.16
BKK,14,9971,5,Asia,off_peak,romantic,resort,2774.65,2667.76,1870.52,2040.05,618.02
LAX,14,1170,5,Europe,shoulder,adventure,hostel,380.19,324.98,250.62,151.75,62.46
MIA,6,7791,5,Oceania,off_peak,family,hotel,2609.12,1501.11,2075.11,1048.44,557.22
BKK,13,2005,1,Oceania,shoulder,romantic,hostel,571.4,622.28,438.81,256.85,115.65
BKK,6,6960,3,Oceania,off_peak,business,airbnb,2390.1,1847.7,1288.75,1184.74,248.71
TYO,1,5667,5,Middle East,peak,adventure,airbnb,1802.61,1072.81,1374.93,1152.33,264.31
NYC,11,5755,1,Europe,off_peak,romantic,hostel,1941.78,1261.26,1278.46,882.75,390.75
TYO,13,749,2,Asia,off_peak,adventure,resort,231.64,222.34,157.81,97.86,39.36
PAR,3,6957,5,Asia,peak,adventure,apartment,2374.01,1633.88,1408.36,882.97,657.77
DXB,5,2392,5,Middle East,shoulder,adventure,hostel,764.21,699.12,433.72,377.29,117.65
DXB,3,3939,1,Asia,shoulder,business,hostel,1423.74,948.02,708.95,714.43,143.87
NYC,10,3354,3,Oceania,peak,romantic,hostel,1198.63,651.7,814.67,432.5,256.51
LON,3,4292,2,Europe,off_peak,leisure,hostel,1283.04,1046.79,1087.37,528.45,346.35
LON,14,5830,5,Asia,off_peak,leisure,hostel,1770.28,1418.83,1241.81,959.86,439.22
LAX,10,8371,3,Asia,off_peak,business,resort,3296.1,1781.81,1657.85,904.46,730.78
NYC,3,8735,2,North America,shoulder,business,hotel,3722.31,1692.95,1517.25,929.23,873.26
BKK,5,4112,4,North America,off_peak,adventure,apartment,1638.14,884.46,789.1,514.4,285.9
LON,13,3118,4,North America,shoulder,romantic,hotel,1155.09,703.02,696.82,445.35,117.72
LAS,5,5178,2,Europe,off_peak,romantic,hostel,1832.89,1186.72,1192.21,681.3,284.88
SYD,4,3663,1,Oceania,peak,family,hotel,1297.62,871.77,639.82,679.19,174.6
BKK,1,9980,2,Oceania,peak,family,resort,3142.64,3321.43,1546.47,1235.69,733.76
PAR,5,3442,2,Oceania,shoulder,leisure,airbnb,946.74,1163.48,658.28,535.34,138.17
LAS,10,8911,1,Europe,shoulder,family,hotel,2708.17,2400.73,1802.85,1569.58,429.67
LAS,5,2425,1,Europe,peak,family,apartment,926.36,506.59,507.76,390.54,93.75
NYC,4,3472,3,North America,peak,leisure,resort,1361.89,576.93,757.64,642.67,132.88
LAX,6,1490,3,Asia,off_peak,leisure,airbnb,576.91,318.61,321.36,145.95,127.17
PAR,10,2312,1,Middle East,peak,family,resort,687.9,613.14,616.94,311.94,82.08
LON,4,9495,4,Middle East,shoulder,romantic,hostel,3665.95,2414.92,1806.79,927.96,679.38
NYC,14,989,4,Asia,peak,family,airbnb,266.25,314.87,204.68,159.85,43.34
LON,7,6376,2,North America,shoulder,adventure,apartment,2405.86,1453.99,1330.71,717.52,467.92
NYC,7,4145,5,Asia,shoulder,adventure,airbnb,1702.07,744.81,888.71,552.21,257.2
NYC,2,7581,2,Asia,off_peak,adventure,apartment,2549.11,1911.7,1638.92,1225.88,255.4
NYC,3,3391,2,Middle East,off_peak,business,hostel,1221.72,1037.61,564.45,360.21,207.01
LAX,1,4016,5,North America,off_peak,adventure,apartment,1438.99,1051.8,777.35,421.86,326.0
NYC,8,3840,1,Europe,off_peak,romantic,resort,1425.15,826.26,674.58,602.48,311.54
MIA,9,6910,4,Middle East,peak,business,hotel,2271.48,2031.16,980.25,1177.48,449.62
SYD,4,553,2,Europe,off_peak,business,resort,169.09,162.54,108.87,66.91,45.58
LON,6,3075,5,North America,peak,adventure,resort,1039.84,786.05,650.07,392.91,206.12
BKK,9,1115,3,Asia,off_peak,family,airbnb,441.04,266.2,175.06,195.84,36.87
TYO,6,6444,2,Oceania,off_peak,leisure,hostel,2377.08,2006.2,1115.49,665.6,279.64
PAR,14,7904,4,Oceania,shoulder,family,hotel,2634.51,2460.61,1462.62,808.79,537.47
DXB,12,1454,1,North America,peak,family,apartment,541.37,312.15,303.27,180.86,116.36
LAX,12,2129,2,Oceania,shoulder,business,airbnb,704.12,445.25,526.45,342.63,110.55
BKK,12,7359,2,Europe,off_peak,business,hostel,2797.39,1844.61,1101.44,1033.55,582.02
LAS,9,9341,5,Oceania,peak,business,hotel,3454.63,1765.81,1907.22,1437.09,776.25
MIA,4,3778,3,North America,off_peak,romantic,resort,1084.37,1100.69,579.86,643.95,369.13
DXB,8,5955,3,North America,shoulder,romantic,hostel,1818.72,1355.11,1329.75,1106.0,345.42
TYO,9,4301,1,Europe,peak,leisure,hostel,1415.61,1219.66,823.28,632.66,209.79
BKK,4,3061,4,Oceania,shoulder,business,hostel,1297.01,616.47,511.65,409.32,226.56
DXB,5,7039,1,Oceania,off_peak,adventure,resort,2746.26,1147.15,1504.56,1178.8,462.23
BKK,14,870,2,Asia,off_peak,business,apartment,347.55,161.08,144.3,161.0,56.07
MIA,8,1357,2,Middle East,off_peak,romantic,airbnb,389.01,374.13,311.0,212.24,70.62
TYO,12,5386,3,North America,peak,business,apartment,1889.82,1637.98,854.55,663.56,340.08
LAS,10,7985,4,Asia,shoulder,romantic,hotel,3272.28,1922.11,1586.86,918.89,284.85
NYC,14,883,5,North America,shoulder,business,airbnb,276.73,231.8,186.12,135.23,53.12
LON,6,4834,4,Asia,off_peak,adventure,hotel,1694.78,1298.13,924.37,629.08,287.65
LAS,12,4790,2,Middle East,shoulder,leisure,resort,1941.43,930.79,1053.33,601.9,262.55
NYC,7,3225,5,Asia,peak,adventure,apartment,1308.36,539.2,537.62,630.78,209.04
LAX,3,6704,4,North America,off_peak,romantic,hostel,1910.22,1176.82,1776.38,1382.41,458.17
SYD,7,6611,4,Oceania,off_peak,family,airbnb,1866.99,2087.7,1205.23,937.35,513.73
PAR,12,4751,5,North America,off_peak,adventure,hostel,1422.03,1222.72,1057.73,797.03,251.49
PAR,14,1422,2,Europe,peak,business,hotel,481.67,324.32,289.48,233.88,92.65
LON,8,3415,4,Europe,off_peak,leisure,hostel,1084.15,716.06,722.34,612.26,280.19
TYO,10,8457,5,Europe,off_peak,business,hostel,2796.26,2397.76,1801.61,1149.64,311.73
MIA,6,3546,2,Europe,off_peak,business,resort,1262.27,802.29,580.7,702.62,198.12
TYO,10,9666,5,Middle East,off_peak,adventure,resort,3750.72,2479.68,1642.44,1055.3,737.87
MIA,9,1730,5,Oceania,shoulder,leisure,apartment,561.75,372.86,460.98,274.26,60.15
TYO,13,8147,4,Oceania,off_peak,family,hotel,2780.96,2334.3,1599.27,898.09,534.4
SYD,6,5433,2,North America,peak,business,resort,1617.1,1632.9,1263.94,618.83,300.22
LAX,12,4440,4,Asia,off_peak,leisure,resort,1477.38,1154.66,797.47,571.77,438.73
LAX,9,6983,1,North America,off_peak,family,apartment,1890.52,2544.93,1132.49,942.68,472.38
NYC,13,703,1,North America,shoulder,business,airbnb,221.3,140.54,139.48,156.73,44.96
DXB,4,660,2,North America,off_peak,leisure,apartment,217.79,174.41,134.45,101.22,32.13
LAX,8,9460,5,North America,shoulder,adventure,hostel,3240.49,2455.17,2034.99,1351.99,377.36
LAX,11,4248,4,Oceania,peak,business,hostel,1713.94,1310.34,607.88,459.94,155.91
LAS,4,7218,4,Asia,shoulder,business,resort,2470.14,1539.09,1972.8,874.48,361.49
LAS,2,3081,2,North America,off_peak,leisure,resort,755.37,982.24,686.4,487.22,169.78
NYC,10,1593,2,Oceania,peak,business,apartment,508.7,343.15,343.16,312.28,85.71
DXB,11,5000,1,North America,off_peak,family,apartment,1606.68,1389.63,894.41,815.4,293.89
LON,9,9299,3,Europe,shoulder,business,hotel,2621.23,2352.52,2468.97,1319.54,536.73
LAS,5,6210,2,North America,peak,romantic,hostel,1714.59,1778.57,1530.46,881.39,305.0
LON,4,3375,3,North America,peak,family,apartment,1326.25,898.59,621.22,392.34,136.6
BKK,2,3691,2,Middle East,shoulder,leisure,airbnb,1418.78,917.91,729.18,387.48,237.65
LAS,1,2337,5,Europe,shoulder,family,hotel,844.29,691.15,327.22,332.21,142.13
SYD,11,1189,5,Asia,peak,romantic,apartment,418.34,293.43,240.93,191.55,44.76
DXB,7,4259,1,North America,peak,romantic,resort,1720.81,1115.52,746.83,520.45,155.39
NYC,6,2603,1,Asia,shoulder,business,apartment,970.14,509.6,558.92,381.39,182.96
BKK,2,865,3,Europe,off_peak,business,resort,279.9,219.19,173.6,112.17,80.14
DXB,8,8592,2,North America,peak,adventure,resort,3448.9,1450.67,2136.97,1018.82,536.64
SYD,11,4672,4,Middle East,shoulder,family,hostel,1749.51,727.8,1034.05,797.16,363.48
DXB,4,6533,1,Oceania,off_peak,adventure,hostel,2076.7,1477.65,1283.65,1439.89,255.11
SYD,8,2878,4,Middle East,peak,romantic,apartment,827.84,799.48,559.56,449.34,241.78
SYD,7,1705,4,Middle East,peak,business,apartment,636.76,412.12,297.65,223.63,134.84
LON,5,5488,2,Oceania,shoulder,business,airbnb,1648.67,1740.78,900.21,737.57,460.77
TYO,10,6169,3,Oceania,off_peak,business,hotel,1719.78,1689.23,1425.55,1026.43,308.02
BKK,10,3235,2,Oceania,peak,leisure,hotel,1453.34,541.42,751.81,345.77,142.65
DXB,12,8990,1,North America,off_peak,romantic,apartment,3566.16,1770.48,1849.15,1096.57,707.64
MIA,8,1456,4,Asia,off_peak,business,hostel,563.72,301.66,262.0,207.2,121.42
BKK,14,9806,2,Asia,peak,romantic,airbnb,3234.1,2921.81,1958.31,1306.02,385.76
TYO,9,7123,2,Oceania,off_peak,business,hotel,2388.19,2083.55,1181.76,991.08,478.41
BKK,5,1974,2,Middle East,peak,family,apartment,655.59,651.14,366.81,221.53,78.93
LAX,10,4960,1,Europe,off_peak,romantic,hostel,1874.79,1522.01,783.3,500.74,279.16
MIA,5,7502,3,Oceania,peak,adventure,hostel,2487.16,1729.25,1555.55,1153.62,576.42
TYO,2,6896,2,Middle East,shoulder,leisure,hostel,2501.05,1503.81,1536.74,1004.41,349.98
LON,5,3328,1,Middle East,peak,adventure,resort,992.41,904.37,741.07,555.13,135.03
DXB,3,3350,4,North America,peak,romantic,hostel,1223.79,617.56,727.46,480.57,300.62
PAR,7,3464,5,North America,peak,business,apartment,1264.87,919.46,686.21,486.58,106.88
TYO,10,5094,1,Asia,off_peak,romantic,airbnb,1841.2,1175.86,951.55,666.25,459.14
NYC,5,9641,5,Asia,shoulder,leisure,apartment,2976.01,2116.91,2444.24,1796.34,307.5
DXB,8,7144,2,Europe,off_peak,romantic,hostel,2879.03,1304.11,1472.78,1036.9,451.17
TYO,1,3350,2,Europe,off_peak,business,airbnb,1364.27,663.57,575.06,572.6,174.49
LAX,3,665,1,Europe,peak,adventure,hotel,277.4,149.87,100.51,105.14,32.08
PAR,3,1419,5,Europe,off_peak,family,hotel,415.12,348.11,365.71,209.46,80.6
LAX,9,8805,2,Middle East,peak,adventure,apartment,3181.05,1430.7,1532.89,1736.17,924.2
PAR,5,4004,4,Middle East,shoulder,business,airbnb,1194.33,1090.48,1046.07,490.55,182.56
NYC,12,1491,3,Asia,off_peak,business,apartment,609.52,407.6,231.28,195.09,47.52
DXB,9,6547,3,North America,off_peak,leisure,airbnb,2068.56,1878.29,1262.5,1012.62,325.02
LON,13,4339,2,North America,off_peak,romantic,airbnb,1396.99,755.33,1148.81,809.97,227.91
LAX,9,1758,5,Oceania,peak,romantic,apartment,571.44,531.37,349.13,222.65,83.4
LAX,1,8109,2,Middle East,peak,adventure,airbnb,2208.82,2368.53,1566.64,1286.18,678.84
SYD,2,9206,5,Europe,off_peak,family,hostel,4143.31,1851.33,1556.76,1354.02,300.58
PAR,5,5304,4,Europe,off_peak,family,airbnb,1935.32,1548.62,1036.06,600.96,183.04
LAS,4,567,5,Oceania,shoulder,leisure,airbnb,188.77,183.12,106.86,59.81,28.45
DXB,10,6160,2,North America,shoulder,business,apartment,2264.44,1442.27,1213.55,897.14,342.6
PAR,9,4978,4,Europe,shoulder,leisure,hotel,1475.59,1159.05,1099.16,986.74,257.45
SYD,7,8710,1,North America,shoulder,romantic,resort,2615.88,2496.85,1599.13,1536.04,462.11
BKK,6,4021,3,Oceania,shoulder,business,airbnb,1271.05,986.3,898.25,663.14,202.26
PAR,7,1072,2,North America,peak,leisure,resort,481.67,193.44,173.16,180.27,43.46
LON,1,7582,2,North America,shoulder,adventure,airbnb,2327.83,2257.37,1458.19,1072.76,465.84
DXB,1,8332,2,North America,shoulder,romantic,apartment,2510.31,2076.76,1617.76,1714.83,412.34
SYD,8,5895,4,Europe,off_peak,family,apartment,1720.24,1686.83,1143.74,981.53,362.65
BKK,13,2758,1,Asia,peak,leisure,airbnb,867.41,863.51,490.58,318.96,217.54
MIA,13,6539,5,Middle East,shoulder,romantic,apartment,2111.98,1821.28,1376.3,1038.24,191.2
SYD,2,1150,1,North America,shoulder,romantic,apartment,394.07,315.9,255.43,141.48,43.11
MIA,12,6241,4,North America,shoulder,family,airbnb,2521.37,1279.87,1257.85,833.23,348.68
DXB,10,7338,2,North America,off_peak,family,hotel,2932.18,1643.94,1621.84,750.12,389.92
LAX,11,3087,3,Asia,off_peak,family,airbnb,934.56,892.74,540.4,486.42,232.88
SYD,9,8376,2,Oceania,off_peak,leisure,hotel,3043.14,2157.94,1525.71,1094.92,554.28
NYC,7,3762,5,Europe,shoulder,family,apartment,964.56,1193.72,853.65,494.28,255.79
MIA,6,1838,3,Asia,off_peak,adventure,hotel,771.39,361.13,396.34,191.37,117.77
LON,1,5496,2,North America,shoulder,romantic,apartment,2005.52,1223.36,994.44,896.41,376.28
NYC,1,6280,3,Asia,peak,family,hotel,2127.7,1461.26,1166.15,986.12,538.77
TYO,2,3327,1,Asia,shoulder,romantic,hotel,1207.22,860.28,482.67,536.25,240.58
TYO,6,5732,4,Asia,off_peak,business,airbnb,2320.56,1126.83,1380.23,630.14,274.23
BKK,14,2717,2,Oceania,peak,business,hotel,966.12,719.01,457.89,429.65,144.32
LAX,6,4039,5,Middle East,shoulder,family,apartment,1215.29,887.14,1158.06,594.29,184.23
DXB,2,8345,1,Europe,peak,romantic,airbnb,2854.84,1759.28,1696.62,1375.15,659.11
SYD,1,9729,2,Oceania,peak,business,hotel,3222.4,2588.51,2216.44,1362.74,338.91
LAS,10,4883,1,Oceania,peak,family,airbnb,1757.78,768.11,1233.83,904.58,218.71
LON,5,3461,5,Middle East,shoulder,romantic,resort,984.48,1109.51,599.8,571.04,196.17
MIA,5,3726,2,Oceania,off_peak,family,airbnb,1480.16,1017.83,533.12,453.13,241.76
DXB,2,7337,5,Asia,shoulder,romantic,resort,3075.74,1204.23,1484.86,920.23,651.94
NYC,6,7531,3,Asia,off_peak,business,resort,3134.57,1741.68,1296.58,786.69,571.48
TYO,9,9790,5,North America,shoulder,family,airbnb,3173.42,2040.26,2381.32,1404.69,790.31
LON,2,9631,3,Oceania,shoulder,business,apartment,3189.81,1706.08,2142.57,1861.11,731.43
LAS,10,4216,2,North America,shoulder,family,apartment,1646.65,910.83,696.6,737.0,224.93
SYD,2,3914,3,Europe,off_peak,leisure,apartment,1296.36,723.11,978.17,778.46,137.9
BKK,3,1948,2,Asia,shoulder,business,hostel,572.27,533.57,435.14,245.08,161.94
LAS,13,1070,2,Europe,peak,business,resort,411.65,232.78,188.26,166.56,70.74
LON,7,3404,4,Middle East,shoulder,adventure,airbnb,1487.85,648.03,637.89,347.43,282.81
LAS,6,3005,2,Asia,peak,business,apartment,1304.27,595.06,581.01,337.98,186.68
LON,12,1417,3,Europe,off_peak,romantic,apartment,409.53,376.96,330.77,229.93,69.81
LON,8,7482,4,Middle East,off_peak,family,airbnb,2375.52,2056.73,1547.66,841.89,660.21
PAR,8,7927,4,Europe,shoulder,leisure,resort,2921.95,1545.28,1374.29,1664.53,420.95
MIA,6,6836,2,Middle East,shoulder,romantic,airbnb,2802.12,1506.58,1224.08,1104.01,199.21
TYO,12,2178,5,Middle East,shoulder,romantic,hostel,710.68,471.07,529.87,342.15,124.23
PAR,11,1115,5,Asia,peak,romantic,hostel,370.85,327.9,202.01,152.42,61.83
SYD,10,7586,4,North America,off_peak,romantic,airbnb,2662.29,1609.57,1437.09,1182.5,694.54
PAR,3,5249,2,Middle East,peak,leisure,resort,1890.62,1084.04,1054.83,914.75,304.76
LAX,3,4005,5,Middle East,peak,adventure,apartment,1484.34,740.18,1069.29,557.1,154.1
LAX,1,5029,2,Asia,shoulder,business,hostel,1584.96,1415.31,845.44,790.65,392.64
TYO,7,1635,2,North America,shoulder,romantic,hostel,512.65,403.33,305.88,291.64,121.49
LAS,5,9066,4,Oceania,peak,business,resort,4015.9,1790.73,1670.94,988.51,599.92
MIA,4,7726,4,Oceania,peak,business,hostel,3379.38,1713.37,1295.38,850.0,487.87
TYO,10,5662,1,North America,shoulder,romantic,hostel,1694.22,1313.3,1389.85,829.15,435.48
LON,4,706,5,Europe,shoulder,adventure,resort,229.75,192.56,108.58,125.91,49.21
NYC,14,5375,5,Asia,peak,business,airbnb,1830.43,1050.94,992.7,1072.69,428.24
MIA,4,1819,5,North America,shoulder,family,apartment,572.39,380.1,413.43,329.02,124.06
MIA,6,1641,3,Oceania,shoulder,business,apartment,544.84,480.94,345.3,214.97,54.95
LON,8,5127,2,Middle East,peak,romantic,hostel,2082.5,947.83,782.23,950.87,363.56
LON,8,7889,4,Oceania,peak,leisure,apartment,2979.79,1717.73,1688.03,941.92,561.52
BKK,5,3190,5,Middle East,off_peak,business,airbnb,1147.04,555.53,695.09,642.59,149.77
TYO,6,7823,1,Asia,peak,adventure,hostel,2862.14,1569.58,1284.13,1319.06,788.1
LON,4,3755,5,Middle East,shoulder,family,apartment,1099.73,937.62,864.45,581.5,271.7
